"listing_id,""contact_date"""
1235,158793
1265,158258
1116,157874
1274,159017
1203,158072
1239,159256
1083,158329
1053,158937
1140,158884
1022,158964
1066,158765
1186,158068
1068,159015
1145,159067
1207,158876
1094,158006
1136,158867
1236,158329
1192,157939
1153,158781
1224,158662
1030,158619
1189,158582
1246,158472
1212,158446
1029,158065
1151,158658
1182,158534
1243,158633
1046,158324
1124,158212
1088,159198
1017,15828
1129,158146
1277,158455
1087,158781
1234,158889
1118,158636
1245,158724
1209,158275
1155,158178
1197,158087
1266,158757
1167,158202
1256,159252
1295,158794
1270,158404
1275,158599
1049,158386
1170,158506
1073,158798
1012,158403
1216,158623
1280,157872
1252,158113
1159,158716
1186,158689
1123,158438
1174,158872
1277,158961
1264,158443
1257,158638
1034,158083
1083,158434
1056,157967
1000,158979
1215,158925
1275,158479
1088,159011
1296,158947
1217,159294
1014,158586
1290,157828
1182,158598
1145,15933
1068,158923
1018,159216
1236,158537
1127,159039
1077,158308
1008,157909
1160,158178
1037,159181
1005,15892
1163,158808
1234,158885
1227,15931
1201,157837
1007,158844
1190,158844
1205,158971
1244,158117
1037,157958
1027,159027
1025,158514
1057,158519
1149,158335
1205,159122
1107,159064
1070,158003
1107,158375
1079,158745
1181,158781
1163,158345
1230,158337
1027,157933
1151,158269
1223,158905
1257,15878
1122,159236
1247,158124
1183,158189
1109,159203
1260,159247
1167,158976
1064,158256
1259,158351
1292,158073
1265,158365
1254,158467
1262,158221
1159,158598
1274,158802
1027,158584
1277,15841
1122,15812
1175,157932
1249,157947
1052,158272
1230,15863
1082,158661
1166,159099
1231,158706
1005,15928
1144,158422
1225,158514
1210,158959
1096,158346
1291,158252
1181,158447
1119,158339
1094,158835
1290,158808
1264,159279
1165,158672
1132,157996
1109,159018
1218,15833
1174,158853
1233,158126
1200,158801
1273,157906
1278,158464
1094,158884
1109,15818
1034,158753
1026,158998
1192,157834
1270,159126
1148,158155
1160,159037
1154,158198
1166,15846
1172,1587
1199,159029
1135,159268
1132,158426
1138,158708
1242,158965
1217,158108
1057,158831
1245,158503
1242,158983
1247,157972
1187,158094
1042,158485
1126,158612
1275,15897
1034,158381
1070,158131
1141,157803
1198,157857
1186,158053
1110,158108
1200,158168
1101,159239
1136,158739
1007,158656
1209,15845
1175,158152
1193,158533
1201,158145
1079,15789
1212,158075
1193,157826
1261,158379
1196,158366
1151,158602
1235,158275
1180,158531
1207,15811
1241,158141
1012,159121
1154,158505
1050,158258
1173,159292
1209,15799
1017,158417
1297,158269
1276,158323
1232,159231
1126,158459
1220,158276
1166,158728
1180,158997
1027,158871
1253,158935
1135,159046
1169,15895
1239,158629
1050,159135
1255,159146
1137,158517
1094,158856
1214,159181
1179,157936
1183,15879
1283,158384
1188,158392
1205,158838
1257,158737
1071,15844
1211,158789
1043,158316
1090,15841
1001,158585
1000,158072
1047,158238
1221,158457
1061,158254
1299,158273
1009,15861
1207,158888
1238,158761
1062,158445
1289,159267
1276,158536
1073,159326
1215,158449
1274,158123
1198,158611
1293,158702
1078,158268
1109,158193
1132,158405
1191,158266
1222,158003
1004,157796
1048,158227
1118,158199
1178,15787
1250,158741
1133,157916
1172,158604
1275,158379
1085,158491
1275,158141
1250,158416
1279,158349
1046,158599
1060,159251
1206,158408
1056,158662
1264,15846
1011,158888
1268,158726
1135,158655
1002,158071
1203,158477
1033,1587
1055,15799
1142,158945
1181,158588
1006,158536
1263,158922
1225,158642
1103,157932
1203,158672
1001,158657
1093,158203
1125,158643
1158,158618
1051,15864
1233,157854
1118,158879
1006,158681
1266,158931
1105,158437
1010,158636
1162,158021
1082,157789
1102,158883
1069,157826
1147,158435
1228,158994
1019,158182
1243,157891
1218,158709
1087,159121
1262,158214
1065,159015
1282,158847
1150,158272
1053,157962
1143,157822
1149,159029
1004,158663
1040,158231
1012,158852
1263,158865
1255,159313
1224,158305
1250,1589
1048,158381
1047,158919
1164,158131
1044,158892
1082,15906
1153,1588
1113,158632
1147,157901
1144,158639
1246,159323
1236,158997
1107,158061
1188,158785
1258,158768
1260,159234
1021,15878
1095,15853
1199,158008
1218,158516
1006,158954
1074,158512
1152,15881
1126,158373
1054,15836
1127,15864
1284,158855
1112,158084
1280,158525
1219,158792
1282,159049
1002,158586
1097,158281
1157,158448
1029,159061
1157,158778
1025,158982
1164,158644
1012,159296
1132,158998
1036,157958
1241,158309
1262,158162
1136,158627
1011,158778
1159,158981
1189,158394
1195,15922
1066,158877
1173,158791
1258,158595
1151,158501
1102,158843
1153,158197
1161,158844
1221,158856
1094,158499
1110,158421
1271,158784
1208,158221
1051,158379
1065,158711
1130,158432
1115,158062
1280,157966
1240,158844
1029,159296
1089,158918
1083,158727
1029,158767
1140,158721
1183,158709
1090,158974
1218,159056
1018,158688
1178,157998
1257,157892
1244,158346
1137,158725
1082,158995
1068,158514
1134,158102
1061,158344
1253,158464
1153,158841
1229,158945
1005,158665
1181,158362
1129,158942
1063,159272
1281,15883
1254,158689
1086,158804
1270,158282
1186,158351
1140,158342
1062,158697
1197,158373
1032,158777
1009,158883
1018,158126
1008,159255
1295,158187
1131,158781
1164,158167
1133,158208
1005,158762
1232,158916
1074,15814
1297,158491
1194,158375
1280,158108
1262,159158
1067,158451
1238,158661
1011,158771
1044,158188
1029,157821
1138,158534
1132,159014
1134,158625
1042,159058
1295,15897
1131,158689
1219,159017
1259,158415
1209,158755
1236,15899
1206,158882
1148,158587
1071,157806
1152,158227
1245,158378
1082,158021
1177,158622
1066,158078
1063,158128
1235,159112
1249,15793
1018,157823
1219,158621
1211,158801
1142,158796
1202,15878
1063,158594
1237,157898
1134,15886
1153,159064
1250,158201
1292,15846
1276,159134
1132,15864
1260,159216
1265,158747
1282,158591
1080,158945
1216,158429
1082,158852
1147,158674
1242,158368
1110,158642
1006,158137
1092,158419
1216,158736
1274,158795
1140,158705
1217,158676
1110,157883
1204,158922
1245,158097
1138,158414
1275,159165
1024,158127
1026,158116
1115,158514
1083,158347
1035,158424
1149,157898
1215,15866
1165,158609
1124,158014
1008,159043
